"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"S1011",0,0,378542.199999995,815612.746149063,118448.590000001,36073.4224431269,0,25740.8147731369,1041563.84,1112293.36239999,122525.017874998,31897.9932085866
"S1012",4424.27526813893,1668.90470128219,4192.04413921546,25217.3820867131,34769.6049999995,12226.5012324754,982.311160588781,98574.2740657209,54540.2500000019,60049.9076999996,23856.8599999997,0
"S1013",144703.904857139,99893.9500000035,193913.206666671,117160.933199999,140269.385000001,74041.714999999,138263.978833335,153820.720000001,107169.634999999,78117.6685714298,275172.384999996,247528.860454546
"S1014",57942.7806722821,55940.1157163051,51756.6201243931,35527.0649999995,33311.5201392054,35723.8944010232,60319.6717499989,89206.5096666667,9759.02664440253,43378.7200000009,10547.9707132846,45614.4914168292
"S1015",426879.53325,57823.3917360864,61651.1347810123,29487.1056864733,21099.7455055606,28259.2049999993,73365.1974285696,33706.9700000012,57609.3082500011,36160.8323216441,54270.1267571431,35566.9171598012
"S1016",30086.4096000003,67229.2699999999,38709.8711428578,29733.4349999998,48987.6300000003,61696.9949999996,125775.263250002,19731.5200000007,40871.4866057153,41768.0786249993,56296.1799999992,23324.9846525387
"S1017",28066.7099999993,52579.3049999998,35553.0253868198,49626.406885014,38661.8080004438,42973.0323749992,73124.6398666672,102142.854999999,87120.4942222212,18358.8201347994,23583.0684240501,26273.2200000009
"S1018",4792.40555033164,0,0,63202.5249999996,20634.0545886754,24847.7812910327,36726.3773333341,81209.4149999995,25576.103783608,33045.5831922548,49973.5799999997,20161.5982500194
"S1019",174241.996276187,157989.88,61260.3599999986,68462.3239999992,45858.6618749992,40727.0496000004,108664.406399995,91731.3081999993,125783.217142859,54128.4085714294,0,70057.2249999991
"S1020",107942.744999999,71047.8700000025,139445.320875001,28796.5011428576,32519.135,26697.3349999994,28587.8549999998,120146.511625001,179622.352818182,10652.3385721234,19161.8600000007,70789.2953846156
"S1021",145383.184363636,71150.5398793189,75630.6933369888,70358.8293128678,75951.2901176478,50479.7377499991,119193.398999998,42053.2591111106,78314.1649999999,52334.8018725865,38495.8699999995,34131.0850000012
"S1022",112705.039999998,790519.271111102,666539.759999985,216807.274999999,249778.175111108,150948.945,155784.795,1279174.29839999,718435.160000006,1052342.71842857,180785.670000001,749364.66164516
"S1023",19514.2587476058,0,25134.1466521648,141566.257289857,461173.813523295,99075.1383646854,43114.9440000007,20468.1131028583,24384.2078170708,136458.552487736,250374.959999998,94454.0099999994
"S1024",721600.151461914,1258389.49720001,433363.274971097,124036.514166668,192022.619400004,374577.180249996,486878.012850387,882547.320000005,318760.740600007,177713.32690048,411507.60536842,434323.348799998
"S1025",125702.829777776,49959.4949999988,75005.1716947619,33035.1402450799,75217.029999999,41980.2548462054,90541.6719264851,51812.5292608079,43185.7915431634,34961.2571770996,118509.625,67370.9914180006
"S1026",400833.423024886,420409.080000001,32203.4385105623,124301.441826562,419003.710000006,276103.394285719,730191.440000008,594784.304243297,354095.109818181,166512.596018901,395643.799292502,279619.154439974
"S1027",62920.8249999996,28389.0999999993,34186.9138333321,4833.21857642605,9678.73452703646,58244.6050000001,40130.7614285721,118428.244999999,6650.17836755006,38858.5325714292,54935.6527059537,54530.2471875005
"S1028",165956.466666665,140341.293223448,192606.811032292,105355.800000001,202799.049142855,246365.403310381,209361.487997617,100089.220327842,162583.711795454,109054.00423551,111486.884463423,94001.7249999999
"S1029",78911.9949999989,5695.05857439108,105627.497624998,19040.3996896956,24043.0950000008,41780.3346656063,122736.617318554,30969.7849999993,85396.5658708884,125218.477166335,20094.903839344,4280.26219404711
"S1030",44310.4416000004,92424.2049999999,17541.5558642918,0,424360.783689653,75212.5871249987,51309.7429309037,37237.6100000001,58753.2282545322,11489.5982019723,161981.897376693,851606.09969231
"S1031",0,36350.2549999992,19964.7049999992,26094.809999999,58922.250000002,36962.1408000003,3606.86399999982,36085.7699999995,102859.909636363,31592.6550000011,56111.510000002,39700.9199999991
"S1032",82327.1342857122,61042.8249999992,31533.1035977648,17044.467434368,31772.6417608394,41432.0921666672,84230.0005714299,222108.108260869,39783.1000116148,37077.0525344998,17299.2195864056,22978.58600875
"S1033",163815.782400001,233496.217609724,121440.559499998,23656.7311332275,48424.9357826216,52990.3872000005,565446.110823535,229716.96,185370.771610514,83583.2253890205,95993.1631931532,33663.1499999992
"S1034",0,144789.105,40146.9450000014,43330.1549999997,7496.22088609886,42815.6307828517,2811.43787653316,67045.5045000012,0,127666.424615385,21544.8296321487,0
"S1035",90335.5335837201,68003.6886145115,109730.81593205,171434.795000006,163781.944999995,140554.215,2458.77908684729,286197.809999996,87622.5408000008,339567.905333337,104479.399999999,168685.089999999
"S1036",86753.4478627015,87999.9500000005,72199.7277458251,31392.3350000011,37622.2954285705,8895.15285543635,12831.1203159589,157467.169999998,60323.3076584961,61533.1274241308,67235.2040011128,22711.0598222568
"S1037",7922.98972267182,109529.655,17766.5203251225,5833.74101812895,38674.2799999997,23949.1950000008,3244.45258741446,0,32213.9599999996,126938.340374999,29919.0968163721,13945.1405627329
"S1038",25437.9306666658,14369.0985957547,22617.6192000002,32846.8030032783,29933.2100267041,46076.7299999997,26003.8464000002,18087.7374959658,25860.8116613125,28232.5999999993,21315.5442599593,22381.6083495373
"S1039",0,59916.8151428556,42411.499999999,23939.0810620862,20482.7199999995,22515.6550000008,0,110983.169357143,53540.2149999996,32502.0139283884,33679.7578081667,1125799.92637037
"S1040",5137.47956562638,23267.0113981829,27932.268406268,20772.078627646,16036.446004535,45412.0212916792,9947.89291994868,10380.4464226186,41690.9663999979,57067.0876264131,51371.5194166667,110644.702111111
"S1041",460168.716277219,46057.9499999997,478100.628550429,556601.639999996,0,28056.3602775653,470195.341856857,19050.874111663,511809.934399996,699342.159999999,148344.7105,17636.6052847848
"S1042",118160.630000001,93013.5437142872,108477.975000002,44563.2906189028,54845.2979162088,34808.7299999998,62906.7399999991,71485.5086759532,13745.7765897431,48679.1226256047,38083.3488333338,24728.7097348484
"S1043",58119.2358409036,16823.1368915358,110282.6943413,81135.013703228,74444.9488571441,142748.345000002,57885.1716109564,154764.415,182364.056599999,170775.93,114498.469443511,83818.269999998
"S1044",0,69232.409714284,22691.3667910346,53246.7118157078,54634.9920000005,43403.7099999994,1807.14239960665,18011.3581478531,25258.7954942588,0,7031.29040069983,16550.7468115699
"S1045",298122.158687497,57217.9649999987,146069.275,48262.1442508875,71623.8956736756,26007.0292897905,116700.786285716,19087.5893808725,131367.665,0,33414.7765870209,36289.0371428577
"S1046",578444.531506326,62933.3449999999,587660.265518844,450604.623030091,84368.3861710586,35291.4192669917,533069.18693675,28893.0299999993,667704.120000007,1656733.45733333,97729.5282185548,35535.0000645141
"S1047",81855.4373183473,32063.7200000011,90626.0199999988,41557.3358273746,19678.1789485535,4382.91063960126,82730.5950000029,24569.1279549935,113054.034999999,295982.190000004,0,7193.61555716971
"S1048",49172.2752000004,33140.3066323133,306552.2,238750.095752179,159117.04334961,45666.6999999989,181770.510153847,77711.4721186248,374338.860652258,207056.228869115,176859.955200002,64303.3812955803
"S1049",61357.3899999986,379548.902444444,111273.315999999,29177.860000001,30745.9899999996,31665.9673333337,51749.6780999996,21481.1899999995,14417.2528090769,9319.47694054938,17116.4834455111,7293.2063721851
"S1050",3300.10015284372,28609.6706091101,34079.8477500006,25382.6207999987,19586.9649666519,12082.6778970942,35343.863428572,20640.62079471,136508.690000005,236886.710823528,42753.4124981458,13061.5820651983
"S1051",644179.040000023,525577.080000018,384864.799999991,294355.887999993,122362.127933669,175323.926666669,1028382.38222224,120234.970124208,575915.18142188,193869.054011591,349082.64,0
"S1052",31209.5910171007,85669.798,81121.7749999992,41210.0765999997,63312.0987030318,74248.2619999991,16570.7625447765,31452.4226249994,45268.8991341524,72680.8506315799,29535.0044588988,42083.0812835494
"S1053",18692.9861529256,91706.2697999993,42676.0486375513,124852.30874032,153878.625,59720.7009169787,61760.0470511458,81185.9399999994,202551.532429534,179756.682757993,275619.975000002,88416.2399999999
"S1054",4480.82568795122,73249.8250000002,31567.3828333322,33964.9513333333,12596.6793638755,0,10527.8572927825,14060.2149119613,35381.4199999991,18376.8684538081,8436.1242851087,13080.0194597205
"S1055",0,331792.52,270362.723555552,301141.108571433,0,4434.0075238989,0,0,53681.0650000019,0,0,0
"S1056",0,86525.7199999994,52356.8592999996,69252.8149999995,0,0,10452.9064232821,0,10211.1807167545,0,5061.80923554068,0
"S1057",27850.1803743879,28515.8649999996,21537.9072000002,70744.845272727,27760.8089757503,32699.5958955076,127249.424133332,32340.7250000011,29469.1680944623,13598.9587450984,109409.15,111257.439304287
"S1058",0,416765.759999994,37137.3983999982,11772.4649543627,3531.31620201242,18242.6372414479,208846.119999997,50180.8792106619,128450.868,46362.5516249992,55476.1199999996,55023.8349999996
"S1059",30270.1749369838,0,73262.9345362347,131339.772842105,45018.7899999999,29999.3977606722,289345.025000002,376911.953478258,214879.409107707,96726.9497142833,130754.112715283,42638.4250000015
"S1060",58110.015000002,110691.704464872,202135.400000001,102483.624180485,24983.6599999994,6821.71938089555,111184.634260233,98341.1687065111,544978.245176471,144148.460625003,76554.2305053333,9644.32335699421
"S1061",57912.8249999987,59525.5578744358,86355.1349999994,8654.33032388455,49414.0216063363,49863.1881865124,89835.6949999988,162131.626333333,281213.622750001,22133.4522950352,32174.4895422953,53754.8826161656
"S1062",0,5125.64674448813,112020.288277777,36629.0291249994,7979.9085677591,0,58239.9099999996,0,21903.7399999995,13580.2992901382,39138.641999999,33091.9250000012
"S1063",298564.280958786,128512.886067629,162960.319999996,222103.409341914,178884.58577538,132353.09642648,348724.163760088,287857.795485497,310971.759999998,227054.34017094,180731.610857146,112048.404899999
"S1064",0,22151.0099999995,33846.2549999995,19024.8384000002,0,0,0,0,0,0,0,0
"S1065",276569.423670687,8111.38329405617,456067.859078454,662607.045311073,84587.7265604097,13823.768900632,298296.473736931,15248.9338768953,387969.760000014,751590.683999987,73453.274999999,7245.77845948161
"S1066",2932.1232023969,0,3553.45974035363,0,1117.80234780164,5455.86321490826,102678.084999998,0,25370.2149999994,3829.74649422469,8715.28089886959,39639.3962857133
"S1067",455741.187716138,618886.052147906,604353.320719748,599521.906469643,1219936.81721738,685323.633230771,143384.335935515,594201.816000011,760514.734045148,713990.099333333,1486080.24028126,876988.640000006
"S1068",344247.270095238,1940115.34112001,170094.4155,54139.2804000012,138201.195562501,120888.465120001,134697.624,262141.754720002,182870.25,103666.98285,312064.850086958,548641.005714286
"S1069",26916.6350153131,38169.2810876803,67676.8599999991,45201.894999999,58803.307874999,53513.6099999996,3021.8178562618,154742.905636363,86920.100000003,74991.6700000004,53888.0414755766,149850.314999999
"S1070",76477.3926592123,186701.099583776,380345.079999991,647193.23,44905.0516753114,66075.8650000002,0,0,465444.936481055,684809.57000001,205847.854473484,373974.484954878
"S1071",10623.2200000001,16220.2827272727,25844.4100000002,18100.7900000002,46789.2169090908,37262.6499999999,25576.7950000002,61307.9731428556,27935.2500000002,100279.363066666,12700.8021818181,82320.4073125007
"S1072",50665.9578749991,16951.2979184916,10010.7513780311,5782.36585229559,31489.3649999998,41607.0900000001,27634.7699999996,9665.6707719238,19212.9028178194,5109.20714905603,35559.93,25615.776451982
"S1073",50205.2000000018,63291.7300000022,36398.4747256078,119415.760000001,17848.6367669995,8847.46278915008,170342.387478259,48838.9549999997,139579.025625003,112360.74,88255.0449999994,16852.3643609179
"S1074",112803.655119648,27537.9933502501,112777.03,26116.7200000009,42809.0099999994,18956.3314681557,111938.16279758,36922.6872215047,57780.1542279782,22085.3745549314,11750.4070005177,21965.0613888404
"S1075",140715.409999998,57916.1363062762,344098.419499998,214102.572642858,217201.655000002,121697.199000002,115481.350000004,137472.73,18185.8175791447,98144.7818333346,525659.626038466,213811.864999995
"S1076",18411.1840284713,72573.1331321135,107848.845,126552.160000001,54559.0299999999,34361.2320650461,51371.1250000001,21130.4641189844,121330.314097124,97253.9550004132,86351.1253605454,28188.7799999993
"S1077",60448.125000001,29882.8529999995,40724.4300000001,96647.6884166666,18354.2596640782,63243.2149999996,19569.7310795873,18913.1824314986,10743.6076281782,28022.8138924804,0,70657.5524166666
"S1078",6305.96686202027,23080.6199999995,41419.289999999,64823.8649999999,227992.87065,0,0,3106.33182433374,78042.9328333344,21370.4099101852,0,43739.2896000004
"S1079",71681.5532142861,55986.3099999996,41952.733509792,93488.027111113,49655.8849999997,56498.3020586764,50016.9786666677,36887.0499999999,74443.9199999983,69090.0077142868,25502.0174615015,64867.6850000004
"S1080",59024.2560000005,0,0,45763.7300000016,32706.0445268405,11296.996227047,61180.5450000021,25651.7883412636,66350.2564677654,88192.0167272724,34450.3449999992,10460.4824624431
"S1081",231907.960000008,173408.570666669,160317.034999999,4291.2299999999,4802.98500000017,7452.52999999983,261768.159999994,301346.282461539,29902.4549999996,5632.4350000002,2840.4750000001,10372.8199999998
"S1082",50810.5632852235,68628.3775714289,48261.5033324597,113399.736272728,65705.7393994,28963.500166667,83866.0977544152,120706.15845,38067.7005000005,44608.1646193969,27908.645000001,71842.8524541048
"S1083",7828.83580239664,14727.8077166986,32851.4208749994,6408.61798714417,34481.6449999998,29830.4178333337,7972.70461146333,22244.3448876285,4366.29183643113,23458.4165000003,21437.6634620313,38074.8849999995
"S1084",380143.428797358,192997.495082753,306668.145777774,106920.678043554,38132.3824725701,94910.9899999999,448146.353167167,351002.008406638,311988.767999996,122710.084999998,400513.06278261,69602.317382118
"S1085",293349.788470586,253874.01375,48367.8899999989,21981.9900000008,27335.1594748705,36457.2357282375,303111.525894736,158628.06530155,113983.83525,42169.5205577402,60347.2956256772,35872.4916110726
"S1086",124400.284999999,70032.1849999995,68907.5328000006,39213.6393811719,17346.0252118536,7306.11591210422,165381.375000006,66163.5642753441,93151.8182224248,140145.266635133,5803.34193327099,10790.4696672324
"S1087",48598.3520878631,66903.7499999995,78011.8299000017,41605.5250000002,16778.7150686657,46286.3195088284,38964.4426491945,67266.8300000002,139745.92252174,41765.5652877683,36906.3648200473,23890.3105000003
"S1088",39538.7212450595,121996.090124998,219449.036400001,76568.038220399,49716.9199999988,72655.3639038696,56399.6936299837,175910.695000006,140223.999999999,108612.703695285,44519.5550000016,41985.7202879808
"S1089",2175176.87172414,1551870.7877647,2063322.28859259,1395243.65011765,347123.042949009,309597.690000001,686082.940416666,1573801.56,1613560.89347368,886418.675999994,520236.961470031,340686.1558978
"S1090",29572.2399999998,56875.2300000003,0,51300.7000000018,26580.8324007703,13582.8961759302,0,9995.20658092548,101978.610285716,8488.38992322957,26357.6518924439,34505.4723154135
"S1091",91685.9078154106,105459.860496737,73432.2237943103,81254.7863064626,50145.926965295,78351.5034271046,64122.7450000022,96823.9262783874,21688.362190546,47492.7143511832,146796.483722222,125203.130000001
"S1092",66012.5829234174,272004.916750002,146189.78,59970.7999999986,39481.2312592767,42235.2015957872,182026.715000002,150471.620000005,211084.069999999,125559.950000004,99596.6000000003,98311.7349999987
"S1093",22345.0700000008,67780.2222857126,41874.7049999997,25761.8511666658,16024.1150623416,7307.84997686574,14414.1468014952,0,198207.250000001,62617.2150000002,34067.7606051721,19647.4359733602
"S1094",572784.083723582,26760.9890034287,677194.249734517,724702.30487658,86561.0062244689,45857.9714938004,350445.118328711,27428.1899999998,954722.429818184,866704.216000019,66608.460339968,15762.6823327586
"S1095",65493.6850000004,64183.7544533879,116129.017,39456.307999999,47741.8900000001,75362.4945333338,88981.2049999999,53192.5158999996,24127.6049999997,38257.9900000001,47665.2890999997,66927.2249999993
"S1096",0,23902.4495855862,4205.79015554966,20267.5112191407,10239.3282394735,51483.8050000001,2310.01493279891,73246.6950000026,7938.63081061861,8469.27072933593,72295.1750000006,24968.0100000009
"S1097",72450.5961818179,126790.039999999,130845.178909094,77685.2170909088,267938.954999995,241421.259083333,0,247767.67,145012.30090909,205077.3078,195715.770000002,173807.335000001
"S1098",32658.5685714291,6608.0974550492,0,4528.09035620933,14068.1819770117,6611.52999898042,42337.2555,9613.00999395711,29384.4399999993,0,47504.0100000001,0
"S1099",43384.7159105087,94350.9195079381,127389.106868611,70438.1613143103,40683.162221917,11923.7645549834,82976.4774361373,41992.0800000001,271880.360470586,66547.9330535121,45343.6296653049,35689.8249999995
"S1100",11711.337589549,98825.9431521536,108469.637714287,162741.188136362,120837.524571427,41858.7689078368,30598.5959816961,41710.9594247038,54562.298681087,89002.7174869169,57775.1425428771,35112.3399999995
"S1101",0,41439.6350000014,50060.3512499991,0,8191.21000000029,0,30336.3205714291,43200.2599999997,56729.6849999987,4441.46999999997,0,25008.6999999997
"S1102",0,70891.3699999999,0,45978.1349999994,0,45366.2199999994,0,0,17043.3509869137,25872.4032000002,56513.7149999992,30199.805000001
"S1103",1323225.40654546,17306.4923514744,1053382.88488888,824003.800000005,67410.386727261,30113.7634539384,549361.787695071,32857.9679535326,860273.415820386,864707.523555545,177995.563505133,22500.6622813092
"S1104",531221.937714836,191350.268113755,68134.1514520651,29481.0293086812,19730.3297908658,119927.161681818,213473.824999999,54821.0127857145,155388.028722224,19099.7861954737,91955.829366679,1398815.841
"S1105",636429.160000004,5644.65908820655,796659.798466533,977167.297754513,47310.4901822485,29981.525668311,450756.906781564,37862.9731111231,883962.079999991,1077258.36000001,112567.718250002,34107.6100000012
"S1106",40787.3808333339,44649.4499999997,34913.4573801066,12765.2004830512,23713.4738039284,64535.5984166667,2812.27992861872,11279.9426952238,0,7335.94562762987,5664.8284798534,1779.99515279696
"S1107",0,282689.080000003,4676.36986991557,11285.222506973,9458.08878277147,7322.164812761,57262.81742857,5367.52927961837,27668.2391428576,6184.69460103985,24855.3300000009,58723.9581694149
"S1108",83657.5893866106,100022.155780556,146056.7835,74599.1053210148,84877.6346369895,82744.9944831859,60216.5050000021,110206.097509588,55202.7119084765,68279.3849999993,134076.716181818,162619.576029651
"S1109",440265.800000001,19347.2108102642,409905.62713169,820110.079999981,64626.6749999996,58524.492445351,336881.915235391,42770.5024965386,434844.640000004,764621.914235779,66329.0888378423,52700.0327054079
"S1110",55098.9549999993,63848.3275168778,32999.5899999996,16573.3500000006,4665.04962089161,22046.9590918726,6869.96372667236,43392.0388162277,43257.9020504617,38226.6899999997,4314.63368525357,36607.7056999997
"S1111",69226.2100000004,29539.3588333323,48726.2749999989,52104.0779999991,19756.0935420353,25677.3068489844,99142.7500000001,40446.1927740788,69684.7549999995,37783.7949999995,25610.5883351555,29432.9501666671
"S1112",53657.5899999993,56690.5599999996,46916.8330000006,70257.5450000002,53390.405250001,41370.0018657309,6509.70490793985,16030.5924473352,11528.3834762641,36052.915715424,13794.7570948949,9079.27543398549
"S1113",741672.279999993,18837.313930099,477846.259739033,562939.929600005,186884.475,19714.3050000007,465372.105962544,22052.8371930688,385465.759999997,864537.102000016,62803.6678499861,29636.4049999996
"S1114",76787.936500001,6635.34214345812,40907.5350000014,34927.0338834122,29843.3905714278,25709.8276365098,97644.1044551646,22670.4783589122,86328.4740000014,61776.6503333333,29411.2834034656,40982.6549999999
"S1115",37893.3449999995,59218.0349999999,5797.39232730518,4265.08861604426,1783.23955056282,13439.9610075184,81780.6400000029,5054.41543854168,24315.4049999997,5847.94839261206,10884.9848519699,112222.165142859
"S1116",45804.4199999997,42752.7644444453,38653.9349999999,43995.2799999999,28771.799066332,12907.0196349443,54934.7376399008,39273.6750000001,6111.51158378514,25370.8992826721,32292.070260349,10604.036193385
"S1117",105784.927710192,118171.55225,50892.2350000001,44418.8165176302,26852.8612610066,33055.9300000001,94107.9970651771,187225.554559999,22127.5349999995,44240.676160303,49931.0724282276,45885.4897950413
"S1118",71615.964999999,90378.1212481169,50274.1485958833,44644.5946843738,38943.9543681665,42186.1399999997,159667.56,86294.2328888879,52065.9941282795,38943.1681573455,89486.9963076925,49210.4474260406
"S1119",266040.908749565,23141.6084699614,1209288.91022222,806438.321265198,50549.8990825153,42719.3698373563,480079.399999997,46627.7603999997,576498.922588867,801932.493285671,96341.5293750018,4606.98716628549
"S1120",613104.399999999,44186.2099999997,526536.641119129,431026.03999999,87437.8039499028,26502.8690453688,543284.692865523,38427.523081772,697464.159999987,730364.269763725,108418.24154598,17605.9715389622
"S1121",34656.3587017833,72053.3556508485,147545.12415804,136258.67581677,18496.8139824952,86838.4471942418,32181.7115167495,51885.6384000005,133566.489999998,178258.05822222,114296.265272727,51991.2797315723
"S1122",0,17240.5120353277,45194.0699999999,44848.8057142846,68471.8799999999,37104.5849999995,23036.5381564341,29578.878034623,41131.3299999994,61122.6400000021,83445.7999999989,101693.700000001
"S1123",18557.6048220857,137444.191111109,70487.5999999984,88765.2067986935,57674.4731382622,96191.4031026999,83099.4115678325,79578.0343333344,111317.596599999,91191.826321249,170748.934876737,128459.840615385
"S1124",349908.959999995,309619.600000011,562160.520000001,225463.29,75772.6050000026,240108.56,228790.480000008,483966.735810947,306386.509714291,404283.320000002,655771.95315,209024.177333336
"S1125",64108.8031111103,62748.6750000007,30625.4849999998,45231.1555695894,79196.8249999995,139831.184999999,22863.8187569388,77390.7135972342,52043.8792999996,6775.35032634189,65379.4400000002,113009.864122929
"S1126",143018.271221744,176316.029999999,31131.2679999992,13013.7458643589,165327.863384616,66526.5850000006,66395.224499999,23315.5522632987,29282.715000001,12446.9117241945,65528.1150000023,428238.549333339
"S1127",67939.7799999991,67957.0511428554,348960.459085714,40033.1311666672,23078.1619999992,28825.8555708886,60892.5849999989,51399.2767682702,213151.248000002,56729.6849999996,33789.4461666671,26445.3699999996
"S1128",376188.439999991,27764.2270334779,128000.202970515,505372.590162414,38427.000349288,12898.0611387922,475133.999999999,26871.2799180492,648435.839999985,690853.599999995,133870.148181818,19736.7314603224
"S1129",6146.24725149355,0,0,11771.9480076734,0,7050.23787875222,20553.6480000002,15605.8189520338,4926.7708986864,26157.4099999994,4540.07915499009,104922.201000001
"S1130",24876.1555000003,64896.3869076158,64996.2673557877,154541.691514959,175362.945000001,176163.922799999,130916.896138874,115021.74892835,93606.3280490101,78678.4772999994,324500.458714287,547296.309999998
"S1131",0,207509.609999999,53665.4150000001,26448.8129999991,0,0,0,0,0,2802.33258423587,0,0
"S1132",41086.8370014269,210794.05702113,40381.6949999997,46510.3928999997,27626.9568068638,0,41645.0316255491,48019.3079773035,35071.6499999995,9404.0911033483,64776.9150000023,23066.5349999995
"S1133",552770.520000003,12672.7139739584,190200.481250839,639133.479999999,86800.4717231708,23251.2153351851,320079.634504011,3713.21872300449,391464.662857149,574642.96000002,60119.3318333341,26101.1017584041
"S1134",0,594837.719999998,0,0,6585.52000000002,20437.335,1355.28999999996,94213.7869090906,46397.5550000003,28999.4500000001,85373.8009411759,55672.9225714295
"S1135",403857.639999999,55988.2529230771,390350.705509544,649875.640000023,95606.6717759204,13212.2253179597,415654.267061332,59764.6230082351,273596.341131741,416264.538968465,87581.8913052759,27029.9524668561
"S1136",313760.992736841,294299.707764709,57857.4402352937,39595.6205815073,65321.6839015678,41097.7022939757,596152.615473692,39469.2999999999,82554.1829466676,63157.1400000004,268627.623954108,135980.531088386
"S1137",243977.239999997,476201.948444454,230405.559999998,107769.029999999,205964.955,80843.2049999981,257338.078707973,207651.088124996,104920.259826223,190145.935000001,140295.132500002,85229.1622902731
"S1138",0,8388.76812122009,0,4327.80714484102,21745.6749999995,21501.5350000007,55737.4749999992,89797.0917999994,0,0,0,29551.8949999998
"S1139",209163.814999999,126095.679818181,57293.0849999992,3483.40273516627,13858.9638734495,29328.0999999998,0,42226.1051428578,38070.1900000013,16492.5275074817,0,19118.3349836878
"S1140",51133.2449999997,57215.8738000012,35109.2099999995,41363.143111112,59891.3813571419,23568.6239161884,0,77960.4750000005,14865.0571100702,9395.48345827484,15816.4892965868,34366.5248888885
"S1141",80576.2722474188,76186.2399476054,58924.7182558099,49285.1757142865,69034.7246975725,74777.273493452,53288.2499999988,79953.8763625295,73105.844999999,48502.0587628227,131955.476107009,384147.39062069
"S1142",34959.5466280293,158657.338793941,120929.115,184797.401904762,69743.3860131498,49179.7052588725,21482.5301447602,110255.236321456,63014.7249999996,122966.712199999,67507.8399999995,51126.489868322
"S1143",354503.942712568,38044.692391762,447750.886767154,713176.202666658,52252.9380641613,15625.1710243523,376907.975101523,13957.4920541757,362817.079999998,698560.200000013,75603.5849999999,10811.5467193623
"S1144",17367.3920388567,346315.72,37699.2850000001,4735.9254512941,4714.83326984661,3680.92415423167,208658.319999999,69167.1981666676,62296.3899999992,34455.04,28231.4077532279,14202.5392966276
"S1145",0,107312.801407879,69234.1927066983,30919.7049999996,71663.6715432106,60579.5849999999,60955.7391296011,161654.056853445,72919.6099999999,57548.1799999996,191933.479857143,52217.7899999999
"S1146",307979.480000011,45325.2313688941,394492.12550679,921572.160000008,55117.1384817244,24562.6750000009,246518.666506192,30862.34094738,544618.269538463,621564.496535436,95015.4894756297,49864.8673440655
"S1147",621165.353328636,41030.0914076284,554434.62771347,822113.280000005,103405.049130988,14528.9015916192,317343.195332976,28921.7452847537,278790.706666657,583431.999999996,122182.433666667,0
"S1148",425958.975000008,12440.8075550966,306718.991204343,1581319.70713044,57142.742135197,19665.7900000007,401251.465361653,24351.0468427108,107595.315000004,535730.800000019,77170.8860714404,10663.1348767422
"S1149",553049.328091369,1050068.3875862,553983.180187495,263734.704237638,601589.129999999,1032306.61636363,8942.7316274863,40364.4800000001,17787.3275013135,8440.92079240764,29538.2434285719,8486.8473522287
"S1150",217215.87750691,224424.13,126590.201999998,26805.6770277169,159549.379499999,138182.818666669,0,14725.1904936828,1980.40322416719,5002.70320481657,16492.0793836722,6654.1227512524
"S1151",56363.2547212396,39550.6799999999,26129.5989284788,3197.78169101337,104745.2334,51531.5265000007,14628.608017983,8741.87409193031,0,5711.25416775845,9476.58528691719,10672.6238655346
"S1152",117622.270000004,81662.0699999979,62233.9571172123,78347.5573758224,0,54282.5035000007,139457.946666669,93552.5700000002,61005.8664660298,29437.992754214,16455.5758705464,162188.557562501
"S1153",46508.9856000004,28456.3964102662,35112.6632203747,15086.4778946652,57940.4224999996,35996.4088571434,40403.1360000004,47117.4258408943,43807.141909246,8396.11063853967,63331.0464924788,14047.7160043762
"S1154",71357.4000568826,66966.677959452,54293.8656000005,43897.0892997487,31382.6740331965,44821.8118963994,69793.1315000009,101958.185,102935.025272727,36219.2254143324,72767.8050000006,35049.927410532
"S1155",622912.315764712,68971.1149999984,361823.904937501,130724.45,289298.780884095,267590.710781111,320544.865000001,744988.728500007,146496.519999999,151237.183428574,105077.229999998,133446.486793038
"S1156",26501.0542639026,51950.1749999997,56521.720124999,40871.8818333339,30592.6199999996,35412.8199999998,48656.1031428579,61621.8750000002,87326.8475294112,65230.2495000012,36796.28,89877.9500000002
"S1157",83832.508944444,47630.3050392964,48371.7723076924,35362.6417142863,85631.8254545452,150777.326206079,26102.636788411,15789.1004143265,22856.5634758439,45282.4374857266,91785.7281052629,66046.129999998
"S1158",0,14775.4442659479,27077.6299999994,3055.55844371854,3733.65025579661,12131.8200200768,65103.6631666667,63296.4249999999,0,22864.6500000008,7386.19690776139,18207.4253873168
"S1159",1782.12625835838,0,68061.7124444436,35480.1149999992,0,93762.6953571414,0,0,0,0,43998.65476019,0
"S1160",19124.0006009189,59580.3708571414,77309.4349999999,0,54477.6500000007,39017.6517000009,6157.05727683468,51458.7649999993,75536.2899999999,29272.7136000003,72587.3920000002,49346.0150000003
"S1161",17750.3095792235,53819.2080778583,73290.7493351762,74022.6020685199,90495.3824153315,48825.9936590797,45930.3613183264,34932.365,50467.431527069,64893.1418160257,177596.199999998,239709.485000003
"S1162",195321.943916667,50067.633288744,119129.365000002,107667.304999999,36143.869216813,0,98844.2623333346,29775.7176780294,0,93544.4328496577,24364.3522349318,9584.94845911771
